title,subtitle,authors,categories,published_year,average_rating,num_pages,ratings_count
"Marcovaldo, Or, The Seasons in the City",,Italo Calvino,Fiction,1983.0,3.88,128.0,5381.0
Moments of Being,,Virginia Woolf,Biography & Autobiography,1985.0,4.26,230.0,1661.0
Mrs. Dalloway,,Virginia Woolf,Fiction,1981.0,3.79,197.0,7971.0
Mrs. Miniver,,Jan Struther,Fiction,1990.0,3.96,162.0,1040.0
Murder in the Cathedral,,Thomas Stearns Eliot,Drama,1963.0,3.76,148.0,6500.0
The Nonexistent Knight & The Cloven Viscount,,Italo Calvino,Fiction,1977.0,4.03,272.0,4585.0
Orlando,A Biography,Virginia Woolf;Adeline Virginia Stephen Woolf,Fiction,1973.0,3.86,333.0,1602.0
The Orwell Reader,"Fiction, Essays, and Reportage",George Orwell,Literary Collections,1961.0,4.37,480.0,265.0
The Philosophy of Andy Warhol,From A to B and Back Again,Andy Warhol,Art,1977.0,3.73,272.0,32180.0
To the Lighthouse,,Virginia Woolf,Fiction,1981.0,3.77,209.0,4009.0
Travels in Hyper Reality,Essays,Umberto Eco,Literary Collections,1990.0,3.89,324.0,1982.0
The Uses of Literature,Essays,Italo Calvino,Literary Criticism,1987.0,4.07,341.0,887.0
The Virginia Woolf Reader,,Virginia Woolf,Literary Criticism,1984.0,4.1,384.0,163.0
The Waste Land,"A Facsimile and Transcript of the Original Drafts, Including the Annotations of Ezra Pound",Thomas Stearns Eliot;Ezra Pound,Poetry,1974.0,4.11,149.0,240.0
The Watcher & Other Stories,,Italo Calvino,Fiction,1975.0,3.72,181.0,432.0
The Waves,,Virginia Woolf,Experimental fiction,1959.0,4.14,297.0,19210.0
More Readings from One Man's Wilderness,"The Journals of Richard L. Proenneke, 1974-1980",Richard Proenneke,Frontier and pioneer life,2005.0,4.42,496.0,231.0
Tales of the Norse Gods,,Anonymous,Juvenile Fiction,2001.0,4.07,160.0,40.0
Party Shoes,,Noel Streatfeild,Children's stories,2002.0,3.64,243.0,417.0
Cart And Cwidder,,Diana Wynne Jones,Juvenile Fiction,2003.0,3.84,186.0,2560.0
"Moby Dick, Or, The White Whale",,Herman Melville;Geraldine McCaughrean;Victor G. Ambrus,Juvenile Fiction,1998.0,3.85,104.0,38.0
Typhoon and Other Tales,,Joseph Conrad,Fiction,2002.0,3.89,304.0,565.0
Hegel: A Very Short Introduction,,Peter Singer,Philosophy,2001.0,3.85,131.0,1048.0
Emma,,Jane Austen,Literary Criticism,2003.0,3.99,402.0,725.0
Pride and Prejudice,,Jane Austen,Fiction,2004.0,4.25,333.0,2369.0
Persuasion,,Jane Austen,Fiction,2004.0,4.13,249.0,421344.0
Mansfield Park,,Jane Austen,Literary Criticism,2003.0,3.85,418.0,1471.0
Phaedrus,,Plato;Robin Waterfield,Philosophy,2002.0,3.91,128.0,27.0
Egyptian Myth: A Very Short Introduction,,Geraldine Pinch,History,2004.0,3.62,143.0,178.0
The Major Works,,John Milton,Literary Criticism,2003.0,4.22,1008.0,275.0
Gulliver's Travels,,Jonathan Swift;Claude Rawson;Ian Higgins,Fiction,2005.0,3.56,422.0,253.0
A Christmas Carol and Other Christmas Books,,Charles Dickens,Fiction,2006.0,4.12,438.0,141.0
Candide and Other Stories,,Voltaire,Fiction,2006.0,3.94,301.0,3336.0
The Picture of Dorian Gray,,Oscar Wilde,Fiction,2006.0,4.07,229.0,1079.0
Confessions,,Jean-Jacques Rousseau,Literary Criticism,2000.0,3.62,676.0,4755.0
La Débâcle,,Emile Zola;Elinor Dorday;Robert Lethbridge,Fiction,2000.0,3.99,592.0,763.0
Four Gothic Novels,The Castle of Otranto; Vathek; The Monk; Frankenstein,Horace Walpole;William Beckford;Matthew Lewis;Mary W. Shelley,,1994.0,3.95,624.0,143.0
The Histories,,Herodotus,History,1998.0,3.98,772.0,265.0
The First Philosophers,The Presocratics and Sophists,Robin Waterfield,Philosophy,2000.0,3.93,400.0,303.0
The Antiquary,,Sir Walter Scott,Fiction,2002.0,3.85,528.0,339.0
Exemplary Stories,,Miguel de Cervantes Saavedra;Lesley Lipson,Fiction,1998.0,3.73,368.0,777.0
Orestes and Other Plays,,Euripides;James Morwood,Literary Criticism,2001.0,4.07,282.0,146.0
Jane Austen's Letters,,Jane Austen,Fiction,1997.0,4.15,672.0,2211.0
Agricola and Germany,,Tacitus,Literary Collections,1999.0,3.98,224.0,25.0
Miss Or Mrs?,The Haunted Hotel ; The Guilty River,Wilkie Collins,Fiction,1999.0,3.79,360.0,170.0
Great Expectations,,Charles Dickens,Fiction,1998.0,3.76,505.0,523790.0
The Canterbury Tales,,Geoffrey Chaucer;David Wright,Poetry,1998.0,3.49,465.0,249.0
Complete Shorter Fiction,,Oscar Wilde,Fiction,1998.0,4.16,288.0,1167.0
War and Peace,,Leo Tolstoy;graf Leo Tolstoy,Fiction,1998.0,4.11,1392.0,201919.0
The Castle of Otranto,A Gothic Story,Horace Walpole,Fiction,1998.0,3.18,125.0,15390.0
The Bostonians,,Henry James,Fiction,1998.0,3.59,504.0,84.0
The Divine Comedy,,Dante Alighieri;Charles Hubert Sisson;David H. Higgins,Poetry,1998.0,4.07,735.0,173.0
Hans Andersen's Fairy Tales,A Selection,Hans Christian Andersen,Juvenile Fiction,1998.0,3.9,376.0,17.0
The Karamazov Brothers,,Fyodor Dostoevsky;Ignat Avsey,Fiction,1998.0,4.32,1054.0,232.0
Daisy Miller and Other Stories,,Henry James,Fiction,1998.0,3.51,352.0,537.0
Selected Philosophical Writings,,Saint Thomas (Aquinas),Religion,1998.0,3.86,496.0,234.0
The Ladies' Paradise,,Émile Zola,Fiction,1998.0,3.99,438.0,5279.0
A Sentimental Education,The Story of a Young Man,Gustave Flaubert,Fiction,2000.0,3.83,464.0,104.0
Faust,,Johann Wolfgang von Goethe,Fiction,1998.0,3.73,304.0,3394.0
La Dame Aux Camélias,,Alexandre Dumas;David Coward,Fiction,1986.0,3.99,256.0,14702.0
First Love and Other Stories,,Ivan Sergeevich Turgenev,Fiction,1999.0,4.12,304.0,1113.0
The Confidence-man,His Masquerade,Herman Melville,Literary Criticism,1999.0,3.66,361.0,1812.0
The Eclogues ; The Georgics,,Virgil,Agriculture,1999.0,3.82,180.0,237.0
Scenes of Clerical Life,,George Eliot,Fiction,2000.0,3.78,310.0,2276.0
Jacques the Fatalist and His Master,,Denis Diderot,Fiction,1999.0,3.84,304.0,4708.0
The Notebooks of Leonardo Da Vinci,,Leonardo Da Vinci;Leonardo (da Vinci),Art,1952.0,3.92,432.0,67.0
Eugene Onegin,A Novel in Verse,Alexander Pushkin;James E. Falen,Fiction,1998.0,4.09,240.0,39511.0
The Admirable Crichton ; Peter Pan ; When Wendy Grew Up ; What Every Woman Knows ; Mary Rose,"Peter Pan ; When Wendy Grew Up ; What Every Woman Knows ; Mary Rose ; General Editor Michael Cordner ; Associate General Editors Peter Holland, Martin Wiggins",James Matthew Barrie,Drama,1999.0,3.99,384.0,332.0
La chartreuse de Parme,Apprendre l' anglais en lisant,Jm Stendhal,Fiction,1999.0,3.82,560.0,51.0
Mrs Dalloway,,Virginia Woolf,First loves,2000.0,3.79,185.0,304.0
Dubliners,,James Joyce,Fiction,2000.0,3.85,207.0,85800.0
"Evelina, Or, The History of a Young Lady's Entrance Into the World",,Fanny Burney,Fiction,2002.0,3.66,455.0,11701.0
Aesop's Fables,,Laura Gibbs,Fiction,2002.0,4.05,306.0,95008.0
A Memoir of Jane Austen,And Other Family Recollections,James Edward Austen-Leigh,Biography & Autobiography,2002.0,3.83,352.0,880.0
Presocratic Philosophy: A Very Short Introduction,,Catherine Osborne,Philosophy,2004.0,3.56,144.0,181.0
Augustine: A Very Short Introduction,,Henry Chadwick,Biography & Autobiography,2001.0,3.74,144.0,219.0
The Origins of Life,From the Birth of Life to the Origin of Language,John Maynard Smith;Eörs Szathmáry,Science,2000.0,4.11,192.0,41.0
Augustine,,Henry Chadwick,History,1986.0,3.74,128.0,12.0
The Hound of the Baskervilles,,Sir Arthur Conan Doyle,Fiction,2000.0,3.92,105.0,131.0
Growing Old in America,,David Hackett Fischer,Religion,1978.0,4.2,252.0,15.0
Alcestis,,Euripides,Medical,1989.0,3.83,142.0,1824.0
Albion's Seed,Four British Folkways in America,David Hackett Fischer,Fiction,1989.0,4.31,972.0,2163.0
Inferno,The Divine Comedy of Dante Alighieri,Dante Alighieri,Literary Criticism,1997.0,4.0,672.0,449.0
Paul Revere's Ride,,David Hackett Fischer,Art,1995.0,4.11,464.0,3651.0
Justice Oliver Wendell Holmes,Law and the Inner Self,G. Edward White,Literary Criticism,1995.0,3.67,648.0,17.0
Notebooks of the Mind,Explorations of Thinking,Vera John-Steiner,Psychology,1997.0,3.81,288.0,17.0
Masters of Small Worlds,"Yeoman Households, Gender Relations, and the Political Culture of the Antebellum South Carolina Low Country",Stephanie McCurry,History,1997.0,3.71,344.0,96.0
Ride of the Second Horseman,The Birth and Death of War,Robert L. O'Connell,History,1997.0,4.23,320.0,12.0
The Great Wave,Price Revolutions and the Rhythm of History,David Hackett Fischer,Business & Economics,1999.0,3.96,552.0,194.0
Bakkhai,,Euripides;Reginald Gibbons;Charles Segal,Drama,2001.0,3.86,160.0,146.0
Manic-Depressive Illness,Bipolar Disorders and Recurrent Depression,Frederick K. Goodwin;Kay Redfield Jamison,Medical,2007.0,4.39,1262.0,103.0
The Oresteia,,Aeschylus,Drama,2003.0,4.01,304.0,76.0
El Libertador,Writings of Simón Bolívar,Simón Bolívar,Literary Collections,2003.0,3.85,288.0,7.0
Medea,,Eurípides;Michael Collier;Georgia Machemer,Drama,2006.0,3.85,116.0,339.0
Philosophy of Mind,Classical and Contemporary Readings,David John Chalmers,Philosophy,2002.0,4.07,675.0,414.0
Norse Mythology,"A Guide to Gods, Heroes, Rituals, and Beliefs",John Lindow,Fiction,2001.0,4.1,365.0,1062.0
Battle Cry of Freedom,The Civil War Era,James M. McPherson,History,2005.0,4.34,867.0,22318.0
Introduction to Philosophy,Classical and Contemporary Readings,John Perry;Michael Bratman;John Martin Fischer,Philosophy,2007.0,3.76,819.0,12.0
Strategies of Containment,A Critical Appraisal of American National Security Policy During the Cold War,John Lewis Gaddis,History,2005.0,4.01,484.0,523.0
The Faiths of the Founding Fathers,,David L. Holmes,Biography & Autobiography,2006.0,3.86,225.0,450.0
Acts of God,The Unnatural History of Natural Disaster in America,Ted Steinberg,History,2006.0,3.74,309.0,99.0
The Oxford Handbook of Philosophy of Mathematics and Logic,,Stewart Shapiro,Mathematics,2007.0,4.25,832.0,19.0
Aristophanes' Peace,,Aristophanes;S. Douglas Olson,Drama,1998.0,3.58,408.0,243.0
Lysistrata,,Aristophanes;Jeffrey Henderson,Literary Criticism,1990.0,3.85,320.0,76.0
A Midsummer Night's Dream,,William Shakespeare,Juvenile Nonfiction,2001.0,3.94,99.0,14.0
Julius Caesar,,William Shakespeare,Juvenile Nonfiction,2001.0,3.67,128.0,133575.0
King Lear,,William Shakespeare,Juvenile Nonfiction,2002.0,3.9,192.0,268.0
Macbeth,,William Shakespeare,Juvenile Nonfiction,2004.0,3.89,160.0,150.0
Much Ado about Nothing,,William Shakespeare,Juvenile Nonfiction,2004.0,4.06,160.0,37.0
The Oxford Dictionary of Quotations,,Oxford University Press;TME.,Reference,1999.0,4.17,1536.0,37.0
The Canterbury Tales,,Helen Cooper,Literary Criticism,1996.0,4.01,456.0,83.0
"Medieval Philosophy : A New History of Western Philosophy, Volume 2",A New History of Western Philosophy,Anthony Kenny,Philosophy,2005.0,3.85,352.0,128.0
Contemporary Political Philosophy,An Introduction,Will Kymlicka,Philosophy,2002.0,3.98,512.0,575.0
Clouds,,Aristophanes,Drama,1970.0,3.76,254.0,13.0
The Major Works,,Alexander Pope,Poetry,2006.0,3.88,768.0,207.0
"Power, Sex, Suicide",Mitochondria and the Meaning of Life,Nick Lane,Science,2006.0,4.24,354.0,2110.0
The Oxford Companion to Philosophy,,Ted Honderich,Philosophy,2005.0,4.14,1056.0,49.0
The Church in Ancient Society,From Galilee to Gregory the Great,Henry Chadwick,Religion,2003.0,4.21,744.0,14.0
William Shakespeare: The Complete Works,,William Shakespeare,Drama,2005.0,4.62,1420.0,488.0
East and West: The Making of a Rift in the Church,From Apostolic Times until the Council of Florence,Henry Chadwick,Religion,2005.0,3.88,316.0,4.0
An Introduction to Political Philosophy,,Jonathan Wolff,Philosophy,2006.0,4.11,215.0,703.0
"Thermodynamics, Kinetic Theory, and Statistical Thermodynamics",,Francis Weston Sears;Gerhard Ludwig Salinger,Kinetic theory of gases,1975.0,4.32,454.0,38.0
Six Easy Pieces,Essentials Of Physics By Its Most Brilliant Teacher,Richard P. Feynman,Science,1996.0,4.2,176.0,160.0
Robin Williams Web Design Workshop,,John Tollett;Robin Williams;David Rohr,Computers,2002.0,3.78,384.0,51.0
The Actor in You,Sixteen Simple Steps to Understanding the Art of Acting,Robert L. Benedetti,Performing Arts,2005.0,3.7,160.0,5.0
It's Not about the Bike,My Journey Back to Life,Lance Armstrong;Sally Jenkins,Cancer,2001.0,3.72,294.0,473.0
Non-Fiction,,Chuck Palahniuk,Curiosities and wonders,2004.0,3.57,233.0,212.0
Every Second Counts,,Lance Armstrong;Sally Jenkins,Cancer,2004.0,3.52,246.0,270.0
Quimby the Mouse,,Chris Ware,Graphic novels,2003.0,4.09,69.0,1396.0
The Crescent Obscured,"The United States and the Muslim World, 1776-1815",Robert Allison,History,2000.0,3.6,284.0,32.0
The Bridge on the Drina,,Ivo Andríc,Fiction,1977.0,4.33,314.0,8401.0
Love and Saint Augustine,,Hannah Arendt;Joanna Vecchiarelli Scott;Judith Chelius Stark,Family & Relationships,1996.0,3.92,254.0,89.0
Plato's Symposium,A Translation by Seth Benardete with Commentaries by Allan Bloom and Seth Benardete,Plato;Seth Benardete,Philosophy,2001.0,4.03,199.0,501.0
Philosophy in a Time of Terror,Dialogues with Jurgen Habermas and Jacques Derrida,Jürgen Habermas;Giovanna Borradori;Jacques Derrida,History,2004.0,3.89,208.0,428.0
"A Preface to Democratic Theory, Expanded Edition",,Robert A. Dahl,Political Science,2006.0,3.62,200.0,88.0
Lost Prophet,The Life and Times of Bayard Rustin,John D'Emilio,Biography & Autobiography,2004.0,4.19,592.0,568.0
The Work of Mourning,,Jacques Derrida,Literary Criticism,2003.0,4.22,272.0,163.0
"History of Religious Ideas, Volume 3",From Muhammad to the Age of Reforms,Mircea Eliade,Religion,1988.0,4.43,367.0,406.0
Bengal Nights,A Novel,Mircea Eliade,Fiction,1995.0,3.93,184.0,245.0
The Complete Tales of Nikolai Gogol,,Nikolai Gogol;Николай Васильевич Гоголь,Fiction,1985.0,4.32,302.0,299.0
"Love, Sex & Tragedy",How the Ancient World Shapes Our Lives,Simon Goldhill,History,2005.0,3.76,345.0,120.0
Complete Greek Tragedies,,David Grene;Richmond Lattimore,,1942.0,4.11,358.0,75.0
Greek tragedies,,Sophocles;Aeschylus;Euripides,Drama,1992.0,4.14,472.0,33.0
The Complete Greek Tragedies: Euripides,,Aeschylus;Sophocles;Euripides,Drama,1992.0,4.48,672.0,46.0
Greek Tragedies,,David Grene;Richmond Lattimore,Literary Criticism,1960.0,4.28,304.0,315.0
Oresteia,"Agamemnon, The Libation Bearers, The Eumenides",Esquilo;Aeschylus,Erinyes (Greek mythology),1953.0,4.01,171.0,688.0
Euripides I,Alcestis; The Medea; The Heracleidae; Hippolytus,Euripides,Greek drama (Tragedy),1955.0,4.03,221.0,4482.0
The Complete Greek Tragedies,,David Grene;Richmond Lattimore,,1973.0,4.14,254.0,4952.0
Aeschylus: The suppliant maidens,"The Suppliant Maidens, The Persians, Seven Against Thebes and Prometheus Bound",Aeschylus;David Grene,Drama,1991.0,4.1,188.0,382.0
"Billy Budd, Sailor",,Herman Melville,Fiction,1962.0,3.11,230.0,219.0
Gilgamesh Epic and Old Testament Parallels,,Alexander Heidel,Religion,1949.0,3.97,280.0,57.0
Works of Hesiod and the Homeric Hymns,,Hesiod,Poetry,2005.0,3.72,230.0,32.0
"The Progressive Historians--Turner, Beard, Parrington",,Richard Hofstadter,History,1979.0,3.86,498.0,34.0
The Collaborator,The Trial and Execution of Robert Brasillach,Alice Kaplan,History,2001.0,3.84,308.0,67.0
Heat Wave,A Social Autopsy of Disaster in Chicago,Eric Klinenberg,History,2003.0,3.84,320.0,674.0
Moral Politics,"How Liberals and Conservatives Think, Second Edition",George Lakoff,Language Arts & Disciplines,2002.0,4.03,471.0,1215.0
A River Runs Through It,,Norman Maclean,Biography & Autobiography,1989.0,4.17,168.0,5885.0
Young Men and Fire,,Norman Maclean,Biography & Autobiography,1993.0,4.07,301.0,4148.0
"Antitrust Law, Second Edition",,Richard A. Posner,Law,2001.0,4.0,304.0,33.0
A Dance to the Music of Time,First Movement,Anthony Powell,Fiction,1995.0,3.95,718.0,3680.0
Mystical Poems of Rumi Translated,,Jalāl al-Dīn Rūmī (Maulana);A. J. Arberry,,1968.0,4.32,208.0,112.0
The Family Idiot,"Gustave Flaubert, 1821-1857",Jean-Paul Sartre,Biography & Autobiography,1981.0,3.8,632.0,5.0
History of Political Philosophy,,Leo Strauss;Joseph Cropsey,Philosophy,1987.0,4.18,980.0,424.0
From Counterculture to Cyberculture,"Stewart Brand, the Whole Earth Network, and the Rise of Digital Utopianism",Fred Turner,Social Science,2006.0,3.96,327.0,323.0
Genetics and the Origin of Species,,Theodosius Dobzhansky,Science,1982.0,4.15,364.0,24.0
The Pillow Book of Sei Sh?nagon,,Sei Shōnagon,Literary Collections,1991.0,4.02,419.0,3577.0
Three Plays by Kobo Abe,,Kōbō Abe,Fiction,1993.0,3.91,233.0,76.0
Discovering Plato,,Alexandre Koyre,,1960.0,3.26,118.0,7.0
"The Columbia Reader on Lesbians and Gay Men in Media, Society, and Politics",,Larry P. Gross;James D. Woods,Social Science,1999.0,3.93,672.0,15.0
Poems Between Women,"Four Centuries of Love, Romantic Friendship, and Desire",Emma Donoghue,Poetry,1999.0,3.86,256.0,66.0
Antigone's Claim,Kinship Between Life and Death,Judith Butler,Philosophy,2002.0,3.76,118.0,406.0
The Vital Illusion,,Jean Baudrillard;Julia Witwer,Literary Criticism,2000.0,3.84,96.0,110.0
An Arab-Syrian Gentleman and Warrior in the Period of the Crusades,Memoirs of Usāmah Ibn-Munqidh (Kitāb Al-Iʻtibār) ; Translated from the Original Manuscript by Philip K. Hitti ; with a New Foreword by Richard W. Bulliet,Usāmah ibn Munqidh;Philip Khuri Hitti,History,2000.0,3.92,265.0,66.0
William Faulkner,The Sound and the Fury ; As I Lay Dying,Nicolas Tredell,Literary Criticism,1999.0,3.96,192.0,4.0
"Nathaniel Hawthorne, The Scarlet Letter",,Nathaniel Hawthorne,Literary Criticism,2000.0,3.39,192.0,173.0
The Poetry of Sylvia Plath,,Claire Brennan,Literary Criticism,1999.0,4.23,202.0,25.0
The Intellectuals and the Flag,,Todd Gitlin;Professor of Culture Journalism and Sociology Todd Gitlin,Political Science,2006.0,3.59,167.0,2.0
More Than You Know,Finding Financial Wisdom in Unconventional Places,Michael J. Mauboussin,Business & Economics,2006.0,4.08,268.0,1238.0
Nietzsche and Philosophy,,Gilles Deleuze,Philosophy,2006.0,4.16,256.0,48.0
Remembering JFK,Intimate and Unseen Photographs of the Kennedys,Jacques Lowe;Hugh Sidey,Presidents,2003.0,4.34,432.0,9.0
Oliver Twist,,Pauline Francis;Charles Dickens,Juvenile Nonfiction,2003.0,3.66,48.0,92.0
"20,000 Leagues Under the Sea",,Jules Verne;Pauline Francis,Children's stories,2004.0,3.76,48.0,543.0
Avid Editing,A Guide for Beginning and Intermediate Users,Sam Kauffmann,Performing Arts,2003.0,3.83,414.0,5.0
Directing the Documentary,,Michael Rabiger,Performing Arts,2004.0,4.23,648.0,173.0
The Very Hungry Caterpillar,,Eric Carle,Babytime resource,1994.0,4.29,26.0,340101.0
The Best of McSweeney's,,Dave Eggers,"Short stories, American",2005.0,3.81,384.0,68.0
Stuart Little,,Elwyn Brooks White,"Little, Stuart (Fictitious character)",1946.0,3.89,144.0,109.0
The Dark Descent,,David G. Hartwell,"Horror tales, English",1990.0,4.11,304.0,2.0
Zora Neale Hurston,A Literary Biography,Robert E. Hemenway,Biography & Autobiography,1980.0,4.11,408.0,100.0
Chicago Stories,,James Thomas Farrell;Professor James T Farrell,Fiction,1998.0,3.89,296.0,38.0
Dante's Vita Nuova,A Translation and an Essay,Alighieri Dante;Dante Alighieri,Literary Criticism,1973.0,3.87,210.0,59.0
A Theory of Semiotics,,Umberto Eco,Literary Criticism,1979.0,4.01,368.0,991.0
The Role of the Reader,Explorations in the Semiotics of Texts,Umberto Eco,Literary Criticism,1984.0,3.94,288.0,220.0
The Basic Problems of Phenomenology,,Martin Heidegger,Philosophy,1988.0,4.28,432.0,437.0
Hegel's Phenomenology of Spirit,,Martin Heidegger,Philosophy,1994.0,4.19,176.0,114.0
Dante's Inferno,The Indiana Critical Edition,Dante (Alighieri);Dante Alighieri,Poetry,1995.0,4.0,432.0,44.0
Introduction to Documentary,,Bill Nichols,Performing Arts,2001.0,3.77,248.0,194.0
The Treason of Isengard,"The History of the Lord of the Rings, Part Two",John Ronald Reuel Tolkien;Christopher Tolkien,English fiction,2002.0,4.16,465.0,93.0
The Lost Road,The History of Middle-Earth 5,John Ronald Reuel Tolkien;Christopher Tolkien,,2002.0,3.96,455.0,88.0
The Lays of Beleriand,,John Ronald Reuel Tolkien;Christopher Tolkien,Poetry,2002.0,3.96,393.0,93.0
The Lord of the Rings,,J. R. R. Tolkien,Fiction,1991.0,4.49,1200.0,550.0
The Silmarillion,,John Ronald Reuel Tolkien,Fantasy,1999.0,3.91,384.0,253.0
The Monsters and the Critics,And Other Essays,John Ronald Reuel Tolkien,Beowulf,1997.0,3.93,240.0,3375.0
"The Hobbit, Or, There and Back Again",,John Ronald Reuel Tolkien;Alan Lee,"Baggins, Bilbo (Fictitious character)",1997.0,4.26,289.0,535.0
The Silmarillion,,John Ronald Reuel Tolkien,"Fantasy fiction, English",1998.0,3.91,368.0,237.0
The Parallax View,,Slavoj Žižek,Philosophy,2006.0,4.01,433.0,984.0
Structure and Interpretation of Computer Programs,,Harold Abelson;Gerald Jay Sussman;Julie Sussman,Computers,1996.0,4.45,657.0,3491.0
The Man Who Tasted Shapes,,Richard E. Cytowic,Medical,2003.0,3.88,296.0,732.0
Elbow Room,The Varieties of Free Will Worth Wanting,Daniel Clement Dennett,Philosophy,1984.0,3.92,200.0,474.0
Theory of Colours,,Johann Wolfgang von Goethe;Donald Eastlake,Art,1970.0,4.07,423.0,669.0
An Odyssey in Learning and Perception,,Eleanor J. Gibson,Psychology,1994.0,4.5,654.0,0.0
Pop Internationalism,,Paul R. Krugman,Business & Economics,1997.0,3.67,221.0,307.0
"Development, Geography, and Economic Theory",,Paul R. Krugman,Business & Economics,1997.0,3.99,127.0,74.0
Inattentional Blindness,,Arien Mack;Irvin Rock,Psychology,2000.0,4.2,287.0,10.0
